"";"RSAL";"RGALLER";"REARING_NUMBER";"LEG";"N_GALLS";"N_CLEAN GALLS";"N_REAL GALLS";"PARASITISED_GALLS";"UNPARASITISED_GALLS";"TOTAL_PARASITISM RATE"
"1587";"Sal10";"Hpurpu";"2002SZ08Hpurpu";"07.08.02";52;28;24;8;16;0,333333333
"1588";"Sal6";"Hplicd";"2002SZ09Hplicd";"07.08.02";86;26;60;2;58;0,033333333
"1589";"Sal10";"Hpolit";"2002SZ10Hpolit";"07.08.02";107;50;57;2;55;0,035087719
"1590";"Sal6";"Hplicd";"2002SZ11Hplicd";"08.08.02";396;44;352;4;348;0,011363636
"1591";"Sal2";"Hspira";"2002SZ12Hspira";"07.08.02";77;47;30;7;23;0,233333333
"1592";"Sal2";"Hspira";"2002SZ13Hspira";"07.08.02";73;8;65;1;64;0,015384615
"1593";"Sal6";"Hplicd";"2002SZ14Hplicd";"07.08.02";503;91;412;3;409;0,007281553
"1594";"Sal2";"Hpscho";"2002SZ15Hpscho";"07.08.02";9;5;4;0;4;0
"1595";"Sal2";"Hspira";"2002SZ16Hspira";"06.08.02";22;13;9;1;8;0,111111111
"1596";"Sal2";"Hspira";"2002SZ17Hspira";"07.08.02";69;38;31;14;17;0,451612903
"1597";"Sal2";"Hspira";"2002SZ18Hspira";"07.08.02";80;43;37;3;34;0,081081081
"1598";"Sal3";"Hischn";"2002SZ19Hischn";"07.08.02";10;4;6;0;6;0
"1599";"Sal19";"Hischn";"2002SZ20Hischn";"08.08.02";48;9;39;1;38;0,025641026
"1600";"Sal11";"Oproxi";"200301A-D1Oproxi";"31.07.03";128;14;114;38;76;0,333333333
"1601";"Sal3";"Ovaria";"200301F1-2COvaria";"29.07.03";81;5;76;36;40;0,473684211
"1602";"Sal1";"Okriec";"200302A1-K1Okriec";"29.07.03";46;2;44;30;14;0,681818182
"1603";"Sal19";"Ovaria";"200302E-XOvaria";"01.08.03";80;1;79;73;6;0,924050633
"1604";"Sal19";"Onigri";"200303A-N1Onigri";"01.08.03";155;1;154;86;68;0,558441558
"1605";"Sal19";"Onigri";"200303P1-V1Onigri";"01.08.03";52;3;49;29;20;0,591836735
"1606";"Sal49";"Onigri";"200304A-L1Onigri";"01.08.03";153;2;151;67;84;0,443708609
"1607";"Sal49";"Odolic";"200305A-6V1Odolic";"01.08.03";609;5;604;540;64;0,894039735
"1608";"Sal18";"Ogalla";"200307A-DOgalla";"14.08.03";15;0;15;3;12;0,2
"1609";"Sal26";"Otrian";"200307F-MOtrian";"15.08.03";33;0;33;23;10;0,696969697
"1610";"Sal9";"Hleuca";"2003SZ02aHleuca";"21.06.03";73;2;71;9;62;0,126760563
"1611";"Sal9";"Hpruss";"2003SZ02bHpruss";"21.06.03";15;1;14;0;14;0
"1612";"Sal9";"Hpruss";"2003SZ03Hpruss";"26.06.03";15;3;12;0;12;0
"1613";"Sal18";"Hanoma";"2003SZ04Hanoma";"26.06.03";35;1;34;1;33;0,029411765
"1614";"Sal18";"Hleuco";"2003SZ05Hleuco";"26.06.03";28;2;26;0;26;0
"1615";"Sal25";"Halien";"2003SZ06Halien";"26.06.03";310;50;260;16;244;0,061538462
"1616";"Sal9";"Hleuca";"2003SZ07Hleuca";"26.06.03";111;22;89;3;86;0,033707865
"1617";"Sal25";"Heryth";"2003SZ08Heryth";"26.06.03";4;0;4;0;4;0
"1618";"Sal10";"Hpolit";"2003SZ09Hpolit";"14.07.03";211;23;188;11;177;0,058510638
"1619";"Sal10";"Hpurpu";"2003SZ10Hpurpu";"14.07.03";78;3;75;2;73;0,026666667
"1620";"Sal9";"Hpruss";"2003SZ11Hpruss";"14.07.03";208;14;194;14;180;0,072164948
"1621";"Sal9";"Hleuca";"2003SZ12Hleuca";"14.07.03";212;5;207;18;189;0,086956522
"1622";"Sal31";"Hangli";"2003SZ13Hangli";"14.07.03";233;34;199;53;146;0,266331658
"1623";"Sal18";"Hleuco";"2003SZ14Hleuco";"30.07.03";82;2;80;1;79;0,0125
"1624";"Sal10";"Hpolit";"2003SZ15Hpolit";"29.07.03";147;13;134;7;127;0,052238806
"1625";"Sal3";"Hischn";"2003SZ16Hischn";"29.07.03";35;1;34;1;33;0,029411765
"1626";"Sal25";"Halien";"2003SZ17Halien";"30.07.03";15;0;15;0;15;0
"1627";"Sal19";"Hischn";"2003SZ18Hischn";"01.08.03";63;7;56;3;53;0,053571429
"1628";"Sal18";"Hleuco";"2003SZ19Hleuco";"30.07.03";176;20;156;3;153;0,019230769
"1629";"Sal2";"Hspira";"2003SZ20Hspira";"30.07.03";129;26;103;2;101;0,019417476
"1630";"Sal2";"Hspira";"2003SZ21Hspira";"29.07.03";178;28;150;1;149;0,006666667
"1631";"Sal6";"Hplicd";"2003SZ22Hplicd";"01.08.03";111;5;106;2;104;0,018867925
"1632";"Sal10";"Hpurpu";"2003SZ23Hpurpu";"29.07.03";18;0;18;3;15;0,166666667
"1633";"Sal10";"Hpurpu";"2003SZ24Hpurpu";"31.07.03";107;5;102;9;93;0,088235294
"1634";"Sal6";"Hplicd";"2003SZ25Hplicd";"29.07.03";23;1;22;0;22;0
"1635";"Sal2";"Hpscho";"2003SZ26Hpscho";"30.07.03";52;22;30;2;28;0,066666667
"1636";"Sal2";"Hpscho";"2003SZ27Hpscho";"29.07.03";180;4;176;3;173;0,017045455
"1637";"Sal9";"Hpruss";"2003SZ28Hpruss";"12.08.03";242;10;232;3;229;0,012931034
"1638";"Sal18";"Hanoma";"2003SZ29Hanoma";"13.08.03";25;1;24;0;24;0
"1639";"Sal49";"Odolic";"2003SZ30Odolic";"01.08.03";225;4;221;201;20;0,909502262
"1640";"Sal12";"Hoblit";"2003SZ31Hoblit";"14.08.03";12;0;12;3;9;0,25
"1641";"Sal12";"Hoblit";"2003SZ32Hoblit";"15.08.03";3;0;3;0;3;0
"1642";"Sal18";"Hanoma";"2003SZ33Hanoma";"14.08.03";43;12;31;0;31;0
"1643";"Sal31";"Hangli";"2003SZ34Hangli";"21.08.03";242;26;216;5;211;0,023148148
"1644";"Sal9";"Hleuca";"2004SZ01Hleuca";"11.06.04";55;25;30;2;28;0,066666667
"1645";"Sal18";"Hleuco";"2004SZ02Hleuco";"12.06.04";27;12;15;2;13;0,133333333
"1646";"Sal18";"Hanoma";"2004SZ03Hanoma";"12.06.04";47;18;29;0;29;0
"1647";"Sal9";"Hpruss";"2004SZ04Hpruss";"10.06.04";35;14;21;0;21;0
"1648";"Sal9";"Hpruss";"2004SZ05Hpruss";"11.06.04";49;16;33;0;33;0
"1649";"Sal9";"Hleuca";"2004SZ06Hleuca";"10.06.04";108;39;69;1;68;0,014492754
"1650";"Sal9";"Hleuca";"2004SZ07Hleuca";"10.06.04";184;97;87;0;87;0
"1651";"Sal9";"Hpruss";"2004SZ08Hpruss";"10.06.04";44;24;20;0;20;0
"1652";"Sal9";"Hpruss";"2004SZ09Hpruss";"10.06.04";102;44;58;1;57;0,017241379
"1653";"Sal9";"Hleuca";"2004SZ10Hleuca";"10.06.04";180;85;95;0;95;0
"1654";"Sal31";"Hangli";"2004SZ11Hangli";"26.06.04";197;44;153;1;152;0,006535948
"1655";"Sal25";"Heryth";"2004SZ12Heryth";"16.07.04";69;19;50;6;44;0,12
"1656";"Sal25";"Halien";"2004SZ13Halien";"16.07.04";160;66;94;12;82;0,127659574
"1657";"Sal31";"Hangli";"2004SZ14Hangli";"15.07.04";182;16;166;4;162;0,024096386
"1658";"Sal9";"Hleuca";"2004SZ15Hleuca";"28.07.04";33;8;25;0;25;0
"1659";"Sal25";"Halien";"2004SZ16Halien";"28.07.04";34;4;30;0;30;0
"1660";"Sal9";"Obridg";"2004SZ17Obridg";"28.07.04";19;0;19;6;13;0,315789474
"1661";"Sal9";"Hleuca";"2004SZ20Hleuca";"06.08.04";34;12;22;1;21;0,045454545
"1662";"Sal9";"Hpruss";"2004SZ21Hpruss";"06.08.04";48;26;22;5;17;0,227272727
"1663";"Sal16";"Hnudip";"2004SZ22Hnudip";"08.08.04";9;1;8;0;8;0
"1664";"Sal14";"Hacuti";"2004SZ23Hacuti";"08.08.04";13;7;6;1;5;0,166666667
"1665";"Sal16";"Opustu";"2004SZ24Opustu";"08.08.04";13;0;13;7;6;0,538461538
"1666";"Sal18";"Hleuco";"2004SZ25Hleuco";"08.08.04";18;9;9;1;8;0,111111111
"1667";"Sal3";"Hischn";"2004SZ26Hischn";"08.08.04";38;19;19;0;19;0
"1668";"Sal21";"Hcarin";"2004SZ27Hcarin";"12.08.04";19;7;12;1;11;0,083333333
"1669";"Sal14";"Hacuti";"2004SZ28Hacuti";"12.08.04";192;94;98;5;93;0,051020408
"1670";"Sal14";"Hplicl";"2004SZ29Hplicl";"12.08.04";17;6;11;1;10;0,090909091
"1671";"Sal50";"Opolar";"2004SZ30Opolar";"12.08.04";9;0;9;7;2;0,777777778
"1672";"Sal5";"Ohasta";"2004SZ31Ohasta";"13.08.04";31;0;31;21;10;0,677419355
"1673";"Sal14";"Elappo";"2004SZ32Elappo";"12.08.04";35;0;35;15;20;0,428571429
"1674";"Sal5";"Ehasta";"2004SZ35Ehasta";"13.08.04";24;0;24;5;19;0,208333333
"1675";"Sal17";"Hplicg";"2004SZ36Hplicg";"13.08.04";168;53;115;17;98;0,147826087
"1676";"Sal17";"Hplicg";"2004SZ37Hplicg";"13.08.04";98;10;88;4;84;0,045454545
"1677";"Sal17";"Onival";"2004SZ38Onival";"13.08.04";17;0;17;1;16;0,058823529
"1678";"Sal17";"Hplicg";"2004SZ39Hplicg";"14.08.04";12;2;10;1;9;0,1
"1679";"Sal3";"Ovaria";"2004SZ40Ovaria";"16.08.04";46;0;46;29;17;0,630434783
"1680";"Sal17";"Hplicg";"2004SZ41Hplicg";"17.08.04";32;13;19;3;16;0,157894737
"1681";"Sal27";"Elanat";"2004SZ42Elanat";"18.08.04";2;0;2;0;2;0
"1682";"Sal17";"Eboreo";"2004SZ43Eboreo";"18.08.04";35;0;35;6;29;0,171428571
"1683";"Sal3";"Emyrsi";"2004SZ44Emyrsi";"19.08.04";24;0;24;16;8;0,666666667
"1684";"Sal3";"Ovaria";"2004SZ45Ovaria";"19.08.04";16;1;15;2;13;0,133333333
"1685";"Sal3";"Onigri";"2004SZ46Onigri";"19.08.04";7;3;4;3;1;0,75
"1686";"Sal3";"Hischn";"2004SZ47Hischn";"19.08.04";13;5;8;0;8;0
"1687";"Sal16";"Hnudip";"2004SZ48Hnudip";"19.08.04";15;5;10;0;10;0
"1688";"Sal21";"Hcarin";"2004SZ49Hcarin";"19.08.04";18;6;12;0;12;0
"1689";"Sal3";"Hischn";"2004SZ50Hischn";"19.08.04";10;1;9;0;9;0
"1690";"Sal25";"Halien";"2004SZ51Halien";"19.08.04";66;11;55;2;53;0,036363636
"1691";"Sal25";"Halien";"2004SZ52Halien";"20.08.04";75;12;63;3;60;0,047619048
"1692";"Sal25";"Heryth";"2004SZ53Heryth";"20.08.04";103;20;83;1;82;0,012048193
"1693";"Sal25";"Obella";"2004SZ54Obella";"20.08.04";7;0;7;5;2;0,714285714
"1694";"Sal3";"Hischn";"2004SZ55Hischn";"21.08.04";38;18;20;3;17;0,15
"1695";"Sal3";"Hischn";"2004SZ56Hischn";"22.08.04";86;14;72;0;72;0
"1696";"Sal15";"Omyrsi";"2004SZ57Omyrsi";"22.08.04";78;4;74;69;5;0,932432432
"1697";"Sal15";"Esmyrs";"2004SZ59Esmyrs";"22.08.04";4;0;4;0;4;0
"1698";"Sal14";"Hacuti";"2004SZ60Hacuti";"22.08.04";12;4;8;3;5;0,375
"1699";"Sal16";"Hplicp";"2004SZ61Hplicp";"22.08.04";15;5;10;1;9;0,1
"1700";"Sal16";"Odolic";"2004SZ62Odolic";"22.08.04";16;0;16;12;4;0,75
"1701";"Sal16";"Oarcti";"2004SZ63Oarcti";"22.08.04";38;1;37;31;6;0,837837838
"1702";"Sal16";"Ephyli";"2004SZ64Ephyli";"22.08.04";12;0;12;2;10;0,166666667
"1703";"Sal17";"Eboreo";"2004SZ67Eboreo";"23.08.04";16;0;16;5;11;0,3125
"1704";"Sal14";"Osamol";"2004SZ69Osamol";"24.08.04";32;2;30;19;11;0,633333333
"1705";"Sal14";"Olappo";"2004SZ70Olappo";"24.08.04";21;1;20;9;11;0,45
"1706";"Sal14";"Elappo";"2004SZ71Elappo";"24.08.04";61;0;61;11;50;0,180327869
"1707";"Sal16";"Hplicp";"2004SZ72Hplicp";"24.08.04";6;1;5;1;4;0,2
"1708";"Sal27";"Oglabr";"2004SZ73Oglabr";"24.08.04";45;4;41;15;26;0,365853659
"1709";"Sal27";"Elanat";"2004SZ74Elanat";"24.08.04";30;0;30;9;21;0,3
"1710";"Sal35";"Eweiff";"2004SZ75Eweiff";"26.08.04";27;0;27;11;16;0,407407407
"1711";"Sal35";"Ocolla";"2004SZ76Ocolla";"26.08.04";5;0;5;1;4;0,2
"1712";"Sal25";"Halien";"2004SZ78Halien";"26.08.04";18;9;9;3;6;0,333333333
"1713";"Sal25";"Obella";"2004SZ79Obella";"26.08.04";45;0;45;5;40;0,111111111
"1714";"Sal14";"Elappo";"2004SZ80Elappo";"26.08.04";25;0;25;14;11;0,56
"1715";"Sal10";"Ovesic";"200502A1-V1Ovesic";"24.06.05";61;0;61;2;59;0,032786885
"1716";"Sal10";"Ovimin";"200502A-GOvimin";"24.06.05";27;0;27;2;25;0,074074074
"1717";"Sal9";"Obridg";"200502I-PObridg";"24.06.05";32;4;28;4;24;0,142857143
"1718";"Sal9";"Opedun";"200502R-UOpedun";"24.06.05";13;0;13;4;9;0,307692308
"1719";"Sal10";"Oviril";"200504G-V1Oviril";"11.06.05";246;0;246;60;186;0,243902439
"1720";"Sal10";"Oviril";"200505A-GOviril";"15.06.05";51;0;51;22;29;0,431372549
"1721";"Sal10";"Oviril";"200505G1-R1+9A-V1Oviril";"10.06.05";366;0;366;122;244;0,333333333
"1722";"Sal10";"Oviril";"200505I-E1Oviril";"12.06.05";135;0;135;45;90;0,333333333
"1723";"Sal12";"Oproxi";"200510A-N1Oproxi";"20.07.05";162;0;162;70;92;0,432098765
"1724";"Sal21";"Opprox";"200510P1-V1Opprox";"19.07.05";26;0;26;20;6;0,769230769
"1725";"Sal21";"Opprox";"200511A-JOpprox";"24.07.05";41;0;41;22;19;0,536585366
"1726";"Sal10";"Ovimin";"200514A-EOvimin";"25.08.05";22;1;21;4;17;0,19047619
"1727";"Sal10";"Ovesic";"200514F-LOvesic";"25.08.05";28;0;28;7;21;0,25
"1728";"Sal9";"Eciner";"200516A-Q1Eciner";"22.04.06";75;13;62;52;10;0,838709677
"1729";"Sal25";"Eaurit";"200517A1-O1Eaurit";"24.04.06";31;0;31;24;7;0,774193548
"1730";"Sal25";"Eaurit";"200517A-LEaurit";"23.04.06";16;0;16;12;4;0,75
"1731";"Sal10";"Epurpu";"200518A-ZEpurpu";"10.04.06";26;0;26;10;16;0,384615385
"1732";"Sal13";"Eweiff";"200563A-64FEweiff";"28.11.05";216;0;216;163;53;0,75462963
"1733";"Sal31";"Hangli";"2005SZ06Hangli";"15.06.05";48;2;46;0;46;0
"1734";"Sal31";"Hangli";"2005SZ07Hangli";"14.06.05";199;1;198;0;198;0
"1735";"Sal10";"Hpurpu";"2005SZ08Hpurpu";"17.06.05";4;1;3;0;3;0
"1736";"Sal10";"Hpolit";"2005SZ09Hpolit";"14.06.05";48;11;37;1;36;0,027027027
"1737";"Sal10";"Hpurpu";"2005SZ10Hpurpu";"18.06.05";29;4;25;2;23;0,08
"1738";"Sal10";"Hpolit";"2005SZ11Hpolit";"10.06.05";62;14;48;0;48;0
"1739";"Sal10";"Hpolit";"2005SZ12Hpolit";"18.06.05";55;9;46;1;45;0,02173913
"1740";"Sal10";"Hpolit";"2005SZ13Hpolit";"15.06.05";32;5;27;0;27;0
"1741";"Sal10";"Hpurpu";"2005SZ14Hpurpu";"14.06.05";23;12;11;1;10;0,090909091
"1742";"Sal9";"Hleuca";"2005SZ15Hleuca";"11.06.05";109;22;87;3;84;0,034482759
"1743";"Sal10";"Hpolit";"2005SZ16Hpolit";"17.06.05";40;7;33;1;32;0,03030303
"1744";"Sal9";"Hpruss";"2005SZ17Hpruss";"17.06.05";154;53;101;2;99;0,01980198
"1745";"Sal10";"Hpurpu";"2005SZ18Hpurpu";"10.06.05";13;7;6;0;6;0
"1746";"Sal9";"Hpruss";"2005SZ19Hpruss";"11.06.05";33;0;33;2;31;0,060606061
"1747";"Sal9";"Hpruss";"2005SZ20Hpruss";"15.06.05";52;27;25;1;24;0,04
"1748";"Sal9";"Hleuca";"2005SZ21Hleuca";"15.06.05";62;16;46;0;46;0
"1749";"Sal9";"Hleuca";"2005SZ22Hleuca";"14.06.05";220;87;133;5;128;0,037593985
"1750";"Sal9";"Hleuca";"2005SZ23Hleuca";"17.06.05";111;43;68;2;66;0,029411765
"1751";"Sal9";"Hleuca";"2005SZ24Hleuca";"11.06.05";42;26;16;0;16;0
"1752";"Sal9";"Hleuca";"2005SZ25Hleuca";"17.06.05";99;37;62;1;61;0,016129032
"1753";"Sal25";"Halien";"2005SZ26Halien";"18.06.05";39;4;35;0;35;0
"1754";"Sal9";"Hpruss";"2005SZ27Hpruss";"17.06.05";68;21;47;0;47;0
"1755";"Sal25";"Heryth";"2005SZ28Heryth";"18.06.05";86;6;80;0;80;0
"1756";"Sal51";"Hpruss";"2005SZ29Hpruss";"14.06.05";29;19;10;0;10;0
"1757";"Sal18";"Hleuco";"2005SZ30Hleuco";"14.06.05";8;7;1;0;1;0
"1758";"Sal10";"Hpurpu";"2005SZ31Hpurpu";"15.06.05";5;2;3;0;3;0
"1759";"Sal9";"Hleuca";"2005SZ32Hleuca";"24.06.05";65;11;54;0;54;0
"1760";"Sal9";"Hleuca";"2005SZ33Hleuca";"23.06.05";18;3;15;2;13;0,133333333
"1761";"Sal25";"Halien";"2005SZ34Halien";"23.06.05";10;4;6;0;6;0
"1762";"Sal25";"Heryth";"2005SZ35Heryth";"23.06.05";64;17;47;0;47;0
"1763";"Sal9";"Hleuca";"2005SZ36Hleuca";"24.06.05";31;6;25;2;23;0,08
"1764";"Sal9";"Hpruss";"2005SZ37Hpruss";"24.06.05";32;7;25;0;25;0
"1765";"Sal9";"Hpruss";"2005SZ38Hpruss";"25.06.05";20;13;7;0;7;0
"1766";"Sal9";"Hleuca";"2005SZ39Hleuca";"25.06.05";5;3;2;0;2;0
"1767";"Sal9";"Hpruss";"2005SZ40Hpruss";"24.06.05";15;7;8;0;8;0
"1768";"Sal10";"Hpurpu";"2005SZ41Hpurpu";"05.07.05";101;48;53;44;9;0,830188679
"1769";"Sal18";"Hleuco";"2005SZ42Hleuco";"19.07.05";17;4;13;1;12;0,076923077
"1770";"Sal9";"Hpruss";"2005SZ43Hpruss";"28.07.05";15;7;8;0;8;0
"1771";"Sal25";"Heryth";"2005SZ44Heryth";"24.07.05";44;28;16;1;15;0,0625
"1772";"Sal18";"Hanoma";"2005SZ45Hanoma";"29.07.05";15;11;4;0;4;0
"1773";"Sal9";"Hpruss";"2005SZ46Hpruss";"19.07.05";18;9;9;0;9;0
"1774";"Sal18";"Hleuco";"2005SZ47Hleuco";"29.07.05";32;27;5;0;5;0
"1775";"Sal18";"Hanoma";"2005SZ48Hanoma";"20.07.05";7;5;2;0;2;0
"1776";"Sal9";"Hpruss";"2005SZ49Hpruss";"15.07.05";50;8;42;0;42;0
"1777";"Sal9";"Hpruss";"2005SZ50Hpruss";"20.07.05";100;40;60;3;57;0,05
"1778";"Sal9";"Hleuca";"2005SZ51Hleuca";"15.07.05";21;7;14;1;13;0,071428571
"1779";"Sal25";"Heryth";"2005SZ52Heryth";"18.07.05";45;6;39;0;39;0
"1780";"Sal9";"Hleuca";"2005SZ53Hleuca";"19.07.05";31;2;29;0;29;0
"1781";"Sal18";"Hleuco";"2005SZ54Hleuco";"18.07.05";36;6;30;4;26;0,133333333
"1782";"Sal9";"Hpruss";"2005SZ55Hpruss";"15.07.05";23;7;16;0;16;0
"1783";"Sal25";"Heryth";"2005SZ56Heryth";"20.07.05";85;57;28;4;24;0,142857143
"1784";"Sal9";"Hleuca";"2005SZ57Hleuca";"16.07.05";35;1;34;0;34;0
"1785";"Sal18";"Hanoma";"2005SZ58Hanoma";"19.07.05";41;6;35;0;35;0
"1786";"Sal18";"Hleuco";"2005SZ59Hleuco";"15.07.05";93;12;81;0;81;0
"1787";"Sal9";"Hpruss";"2005SZ60Hpruss";"18.07.05";97;7;90;10;80;0,111111111
"1788";"Sal18";"Hanoma";"2005SZ61Hanoma";"24.07.05";70;19;51;0;51;0
"1789";"Sal9";"Hpruss";"2005SZ62Hpruss";"21.07.05";105;44;61;5;56;0,081967213
"1790";"Sal25";"Heryth";"2005SZ63Heryth";"22.07.05";37;13;24;4;20;0,166666667
"1791";"Sal9";"Hpruss";"2005SZ64Hpruss";"23.07.05";100;12;88;16;72;0,181818182
"1792";"Sal18";"Hanoma";"2005SZ65Hanoma";"18.07.05";129;47;82;0;82;0
"1793";"Sal18";"Hanoma";"2005SZ66Hanoma";"15.07.05";42;17;25;0;25;0
"1794";"Sal9";"Hleuca";"2005SZ67Hleuca";"18.07.05";11;5;6;0;6;0
"1795";"Sal52";"Hoblit";"2005SZ68Hoblit";"19.07.05";43;13;30;3;27;0,1
"1796";"Sal9";"Hpruss";"2005SZ69Hpruss";"22.07.05";108;13;95;0;95;0
"1797";"Sal9";"Hpruss";"2005SZ70Hpruss";"17.07.05";110;12;98;0;98;0
"1798";"Sal31";"Hangli";"2005SZ71Hangli";"22.07.05";104;3;101;0;101;0
"1799";"Sal9";"Hleuca";"2005SZ72Hleuca";"22.07.05";118;20;98;0;98;0
"1800";"Sal9";"Hleuca";"2005SZ73Hleuca";"23.07.05";14;0;14;0;14;0
"1801";"Sal9";"Hleuca";"2005SZ74Hleuca";"29.07.05";29;6;23;0;23;0
"1802";"Sal9";"Hleuca";"2005SZ75Hleuca";"17.07.05";71;9;62;2;60;0,032258065
"1803";"Sal9";"Hleuca";"2005SZ76Hleuca";"24.07.05";72;13;59;9;50;0,152542373
"1804";"Sal31";"Hangli";"2005SZ77Hangli";"17.07.05";113;5;108;1;107;0,009259259
"1805";"Sal9";"Hleuca";"2005SZ78Hleuca";"20.07.05";70;38;32;0;32;0
"1806";"Sal9";"Hleuca";"2005SZ79Hleuca";"20.07.05";59;6;53;9;44;0,169811321
"1807";"Sal25";"Halien";"2005SZ80Halien";"22.07.05";18;0;18;2;16;0,111111111
"1808";"Sal9";"Hleuca";"2005SZ81Hleuca";"21.07.05";34;10;24;4;20;0,166666667
"1809";"Sal9";"Hpruss";"2005SZ82Hpruss";"20.07.05";181;10;171;0;171;0
"1810";"Sal10";"Hpolit";"2005SZ83Hpolit";"26.07.05";201;13;188;0;188;0
"1811";"Sal10";"Hpolit";"2005SZ84Hpolit";"25.07.05";82;18;64;0;64;0
"1812";"Sal10";"Hpurpu";"2005SZ85Hpurpu";"25.07.05";14;6;8;0;8;0
"1813";"Sal9";"Hleuca";"2005SZ86Hleuca";"22.07.05";528;286;242;77;165;0,318181818
"1814";"Sal6";"Oadaph";"200609A-K1Oadaph";"13.08.06";110;0;110;38;72;0,345454545
"1815";"Sal48";"Oaacut";"200610A-ZOaacut";"07.08.06";81;5;76;4;72;0,052631579
"1816";"Sal10";"Ovimin";"200611A-S1Ovimin";"07.08.06";133;2;131;3;128;0,022900763
"1817";"Sal12";"Etesta";"200612A-G1Etesta";"09.08.06";131;7;124;33;91;0,266129032
"1818";"Sal13";"Eweiff";"200613A-LEweiff";"30.11.06";25;0;25;19;6;0,76
"1819";"Sal13";"Eweiff";"200614A-PEweiff";"28.11.06";32;0;32;28;4;0,875
"1820";"Sal13";"Eweiff";"200615A-16KEweiff";"27.11.06";177;0;177;151;26;0,853107345
"1821";"Sal25";"Heryth";"2006SZ01Heryth";"02.07.06";55;16;39;0;39;0
"1822";"Sal18";"Hleuco";"2006SZ02Hleuco";"03.07.06";69;19;50;0;50;0
"1823";"Sal9";"Hpruss";"2006SZ03Hpruss";"03.07.06";21;13;8;0;8;0
"1824";"Sal11";"Hoblit";"2006SZ04Hoblit";"03.07.06";25;6;19;1;18;0,052631579
"1825";"Sal11";"Hoblit";"2006SZ05Hoblit";"04.07.06";7;2;5;2;3;0,4
"1826";"Sal10";"Hpurpu";"2006SZ06Hpurpu";"04.07.06";4;0;4;0;4;0
"1827";"Sal10";"Hpolit";"2006SZ08Hpolit";"04.07.06";40;10;30;4;26;0,133333333
"1828";"Sal10";"Hpolit";"2006SZ10Hpolit";"03.07.06";102;29;73;0;73;0
"1829";"Sal18";"Hanoma";"2006SZ11Hanoma";"03.07.06";26;9;17;0;17;0
"1830";"Sal11";"Hoblit";"2006SZ12Hoblit";"02.07.06";14;3;11;5;6;0,454545455
"1831";"Sal10";"Hpolit";"2006SZ13Hpolit";"02.07.06";74;26;48;1;47;0,020833333
"1832";"Sal9";"Hpruss";"2006SZ14Hpruss";"03.07.06";119;22;97;0;97;0
"1833";"Sal10";"Hpurpu";"2006SZ15Hpurpu";"04.07.06";2;1;1;0;1;0
"1834";"Sal10";"Hpurpu";"2006SZ16Hpurpu";"02.07.06";7;1;6;0;6;0
"1835";"Sal9";"Hleuca";"2006SZ17Hleuca";"04.07.06";55;48;7;1;6;0,142857143
"1836";"Sal9";"Hpruss";"2006SZ18Hpruss";"04.07.06";128;25;103;0;103;0
"1837";"Sal25";"Halien";"2006SZ19Halien";"02.07.06";68;11;57;0;57;0
"1838";"Sal9";"Hleuca";"2006SZ20Hleuca";"03.07.06";61;27;34;2;32;0,058823529
"1839";"Sal9";"Hleuca";"2006SZ21Hleuca";"04.07.06";63;30;33;5;28;0,151515152
"1840";"Sal10";"Hpolit";"2006SZ22Hpolit";"15.07.06";209;21;188;0;188;0
"1841";"Sal10";"Hpurpu";"2006SZ23Hpurpu";"15.07.06";56;14;42;11;31;0,261904762
"1842";"Sal10";"Hpurpu";"2006SZ24Hpurpu";"03.08.06";59;12;47;8;39;0,170212766
"1843";"Sal10";"Hpolit";"2006SZ25Hpolit";"03.08.06";22;3;19;2;17;0,105263158
"1844";"Sal18";"Hanoma";"2006SZ26Hanoma";"03.08.06";39;6;33;3;30;0,090909091
"1845";"Sal18";"Hanoma";"2006SZ27Hanoma";"06.08.06";57;6;51;1;50;0,019607843
"1846";"Sal18";"Hleuco";"2006SZ28Hleuco";"06.08.06";31;0;31;0;31;0
"1847";"Sal9";"Hleuca";"2006SZ29Hleuca";"06.08.06";73;20;53;5;48;0,094339623
"1848";"Sal9";"Hleuca";"2006SZ30Hleuca";"09.08.06";81;24;57;5;52;0,087719298
"1849";"Sal12";"Hoblit";"2006SZ31Hoblit";"09.08.06";2;0;2;0;2;0
"1850";"Sal31";"Hangli";"2006SZ32Hangli";"05.08.06";102;15;87;14;73;0,16091954
"1851";"Sal31";"Hangli";"2006SZ33Hangli";"07.08.06";62;4;58;10;48;0,172413793
"1852";"Sal9";"Hleuca";"2006SZ34Hleuca";"05.08.06";44;10;34;2;32;0,058823529
"1853";"Sal18";"Hleuco";"2006SZ35Hleuco";"09.08.06";2;0;2;0;2;0
"1854";"Sal9";"Hpruss";"2006SZ36Hpruss";"09.08.06";20;1;19;4;15;0,210526316
"1855";"Sal9";"Hpruss";"2006SZ37Hpruss";"05.08.06";55;6;49;0;49;0
"1856";"Sal18";"Hanoma";"2006SZ38Hanoma";"09.08.06";76;9;67;6;61;0,089552239
"1857";"Sal25";"Heryth";"2006SZ39Heryth";"09.08.06";26;9;17;3;14;0,176470588
"1858";"Sal9";"Hpruss";"2006SZ40Hpruss";"09.08.06";21;7;14;1;13;0,071428571
"1859";"Sal9";"Hpruss";"2006SZ41Hpruss";"13.08.06";61;19;42;10;32;0,238095238
